	AAB_ddlogFC	AAB_FDR	ABB_ddlogFC	ABB_FDR	is_ChrR	sig_either
C1_05050C_B	-0.282845950982167	0.0623895968768518	-0.406664390742043	0.009430424959181	False	True
CR_04900C_A	-0.989916026093675	0.0628362665255347	0.403641772343189	0.561468708547318	True	False
C6_01530C_B	0.628626811838667	0.0628736865193996	0.43812124158406	0.204518415631948	False	False
CR_09500C_B	0.27785619749341	0.0628736865193996	0.136784449473683	0.400041638901039	True	False
C1_03530W_A	-0.254105705323671	0.062906653759127	-0.14071691937622	0.332047066029681	False	False
C2_10140W_A	-0.454243676686762	0.0631206190068513	-0.430328631102178	0.0828567818016497	False	False
C2_10540W_B	0.220488798934804	0.0631678506366675	0.12894204043457	0.298766362039479	False	False
C2_02400W_B	-0.220717893939512	0.0631739780371919	-0.333742638393026	0.0065415071933166	False	True
C1_00520W_B	-0.285666031482647	0.0631931245911323	-0.183357208511539	0.267045932726539	False	False
C2_00500W_B	-0.190427056804494	0.0632786458349492	-0.144749255200486	0.168048208195888	False	False
CR_07950W_A	0.273388906920047	0.0635392912995119	-0.107694293644084	0.512489832526628	True	False
CR_02100C_A	-0.278631038769378	0.0635392912995119	-0.374827453506008	0.01976102534891	True	True
C7_01840W_B	-0.186598031704311	0.06355159207877	-0.226389725167095	0.0258205824275662	False	True
C3_06970W_A	0.279479485245546	0.06355159207877	0.0519432495644799	0.779356563534197	False	False
C1_03730C_B	-0.171249420501819	0.0635991139975235	-0.144955794748742	0.118256281633183	False	False
C7_04060W_B	-0.297042205290683	0.063621754735987	-0.269468108742466	0.104850358629719	False	False
C4_05770C_B	-0.297822793366933	0.063621754735987	-0.16464645119173	0.332625477304665	False	False
C4_06390W_A	0.678589428936666	0.063621754735987	0.760789335374041	0.0352892332937603	False	True
CR_03110W_A	-0.363852333978514	0.063621754735987	-0.0895056330065438	0.719782278141189	True	False
C7_03220C_A	-0.207894789852865	0.063621754735987	-0.109903103444583	0.346150928329836	False	False
C5_01200W_B	-0.241268617017887	0.0636535474560226	-0.254637157647726	0.0568011945522748	False	False
C1_13970C_A	-0.261237686891733	0.0636739871726032	-0.280489632485565	0.0500549466432386	False	False
C4_05350W_B	-0.292250416491653	0.0636925452367418	-0.188828982471243	0.24891364159954	False	False
CR_03700C_A	-0.212149531040165	0.0638022114220479	-0.32171419550093	0.0064688639862654	True	True
C2_04690C_A	-0.322576780495855	0.0639190000148852	-0.0712717893409315	0.744185718870821	False	False
C2_07800W_B	0.627255282833356	0.0639688093356909	0.140779002287013	0.728580706907223	False	False
C4_01080W_A	0.236693750146978	0.0640903757810058	0.0525494242493356	0.732411638699302	False	False
CR_01310W_A	0.233017342966447	0.0640903757810058	0.143245609290521	0.273463723635032	True	False
C1_10500W_A	0.29947906355561	0.0641369395531074	0.1966791919043	0.242724772087784	False	False
CR_00630W_B	-0.402497477207861	0.0642626982810102	-0.408355180224928	0.0583911911387628	True	False
C3_04030C_B	0.228082666985547	0.064302523981337	-0.0001734219652984	0.999271659448979	False	False
CR_10610C_A	-0.426507862948117	0.064302523981337	-0.276521816154187	0.275500479234371	True	False
C7_03520W_B	-0.306373012209921	0.064302523981337	-0.422050879120211	0.0142768347715703	False	True
CR_03940W_A	0.316421335961061	0.0643449576480589	0.184040951160941	0.327482908118832	True	False
C2_07350W_B	-0.300840089534709	0.0643782184885781	-0.212127998316283	0.206515914026444	False	False
C5_00880C_A	0.26839092080121	0.0643931903339695	0.185965222812711	0.204628389324389	False	False
C7_02910W_A	-0.393949949234986	0.0644310355109017	-0.418800572174658	0.0465266688274693	False	True
C3_04890W_B	-0.241199939938345	0.0644310355109017	-0.33625198389527	0.0112035534623802	False	True
C4_05880W_B	-0.344158614348043	0.064457930154088	-0.319805736871218	0.0844385100969492	False	False
C5_02350C_A	-0.537395786391154	0.0645103242546114	-0.448372201144099	0.150649519056126	False	False
C1_09320C_A	0.279322433560844	0.0646064063026657	0.223845207140556	0.138124530875527	False	False
C4_02700W_A	-0.330059879700004	0.064632394774179	-0.280955909727942	0.119151315285508	False	False
C2_09520C_B	-0.202312916330226	0.0648044194861377	-0.07520883486559	0.536695594681287	False	False
CR_07250C_B	0.290237778819938	0.0648044194861377	0.085967501235554	0.622384959557318	True	False
C3_06000W_B	0.225960910627106	0.0648044194861377	0.210728302502205	0.0853083809324983	False	False
CR_09620C_A	0.278127570597457	0.0648409629263754	0.344993194639201	0.0257885377171626	True	True
C7_01690W_A	0.355019938062361	0.0648703639470997	0.646432549133573	0.0033710398254809	False	True
C3_03370C_B	0.386559183718317	0.0648703639470997	0.173083958267372	0.440276454484244	False	False
C1_11720W_B	-0.251591652376603	0.0648703639470997	-0.314657647090665	0.0227798624355828	False	True
C1_11270W_A	-0.296395328837573	0.0649670747229598	-0.113881818197732	0.516493750760566	False	False
C2_02600C_A	0.431648973649982	0.0651101117308199	0.536175506682607	0.0252273842863003	False	True
C5_03700C_B	-0.350095276343341	0.0651101117308199	-0.404082738283032	0.040440101120983	False	True
C4_01580C_A	0.464266244925971	0.0651101117308199	0.436359545046378	0.0789441438722228	False	False
C3_06230W_B	0.237841135829112	0.0651101117308199	0.170788513524143	0.192687497339877	False	False
C3_07610W_B	-0.173422874573407	0.0651661781942428	-0.0649584742365273	0.531288883272315	False	False
C3_07460W_A	-0.222908630146067	0.0651776734115772	-0.290482836681526	0.0178600617442536	False	True
C3_04150W_A	0.407430238971266	0.0651776734115772	0.306215483156493	0.167293861636919	False	False
C1_09230C_B	-0.26920724753487	0.06536081103376	-0.27139890057046	0.0698917690960394	False	False
C2_07230C_A	-0.201101124554155	0.0654009405814126	-0.0360623036742851	0.789550688666625	False	False
C1_02480W_A	-0.355240171760353	0.0654099275647971	-0.307019024257729	0.118282175272378	False	False
C3_06610W_B	0.230532274241395	0.0654237524077905	0.29084237169151	0.0237948582431796	False	True
CR_10230W_A	0.268720148727932	0.0654529368878533	0.175816587515307	0.235500764172968	True	False
C5_05000C_B	-0.183877222687269	0.0654529368878533	-0.123167927505595	0.231680219175228	False	False
C3_00800W_A	-0.227972450328705	0.0656662675224862	-0.263616964282654	0.0327200163679587	False	True
C1_02630C_B	-0.243225865314581	0.0658853025946895	-0.493319501776679	0.0006170637324824	False	True
C6_02360W_B	0.842373819644395	0.0660068213890233	0.323063826646775	0.553062907033865	False	False
C3_04300C_A	-0.338648107264048	0.0661235889454507	-0.104460723764267	0.639251687675181	False	False
C7_03550C_A	-1.01341070022387	0.0661235889454507	-1.25682089375839	0.02312117434802	False	True
C2_08430C_A	-0.909521958357445	0.0661235889454507	-0.351441733067418	0.538406136843956	False	False
C2_10870W_A	-0.285727288962246	0.0661235889454507	-0.115230355519774	0.50728074368928	False	False
C2_03710W_B	-0.602229899183886	0.0661846504371643	-0.6165147077876	0.0684709277681453	False	False
CR_05240C_A	0.167511710601885	0.066212956843891	-0.0476602153327341	0.654351323995301	True	False
C4_06650W_B	-0.181376929456226	0.066212956843891	-0.0299232061293675	0.806650740973155	False	False
C5_01160C_A	0.331139660428694	0.0662685833622375	0.305419320370557	0.0942703902207324	False	False
C2_05820W_B	-0.250038957888401	0.0662685833622375	-0.112852501623056	0.446552342811397	False	False
C2_04550C_B	0.246486727922768	0.066360149312377	0.0680080501182436	0.664870562313242	False	False
C1_11770C_A	-0.239769018579192	0.066360149312377	-0.374803206969892	0.0052987546432008	False	True
C5_04230W_B	0.994731363969136	0.066360149312377	0.942044878069684	0.0965035308599495	False	False
CR_00610W_A	0.274491378234869	0.066360149312377	0.172484864040998	0.269713175313534	True	False
CR_04750W_B	0.400314788436354	0.0663828430961106	-0.0335830651598886	0.902443027005305	True	False
CR_05970C_A	-0.215877192861547	0.0665207449044678	-0.0652774957036793	0.644903025758912	True	False
C4_05430C_B	-0.190691091232452	0.0665710490261552	-0.0722127867080898	0.528521284374473	False	False
C3_06170C_B	-0.354854253697388	0.066573827844477	-0.226571127293335	0.274127160457127	False	False
C6_01120C_B	-0.605455152417856	0.0666012105200516	0.206194399628986	0.604400238606722	False	False
C1_12770W_A	0.25293072478888	0.0666012105200516	0.129778850715878	0.3729311949229	False	False
C2_10720C_A	-0.282090573262687	0.0666507607908697	-0.313009287300454	0.0441519167323092	False	True
CR_09310W_B	0.198472266647404	0.0667169880285178	0.293885004610002	0.0084884854537938	True	True
C1_07320W_B	0.548189639382284	0.0667169880285178	0.53025924067057	0.0725627961935401	False	False
C2_04590C_B	0.281617473272429	0.0667598140197491	0.268229322359668	0.0826315681823865	False	False
CR_07360W_A	-0.180345031878082	0.0668454263118115	-0.310110756421953	0.0032744903001604	True	True
C2_05510C_A	-0.303300286067843	0.0668779676454727	-0.407964881995772	0.0189319599414686	False	True
CR_02800C_B	0.204365235203098	0.0669017879241346	0.135239693946688	0.231486281576988	True	False
C2_02950W_A	0.215259084271547	0.0669028129529768	0.405275715325801	0.0013664128926353	False	True
C2_10230W_B	0.287911012587548	0.0670566153820805	0.241123249768392	0.132459450038369	False	False
C4_03150W_A	-0.225973610170389	0.0671925359567623	-0.310144877810733	0.0134911272471306	False	True
C2_04740C_B	-0.702287467206501	0.0672040336811568	-0.595316182096244	0.144840059588239	False	False
C2_04440W_A	-0.663895096489409	0.0672189074310901	-0.550219283688226	0.159821055146379	False	False
C4_05250W_B	0.547608211838652	0.0672189074310901	0.577124813761295	0.0490221357848218	False	True
C2_02640C_A	0.278760584269037	0.0673639350074619	0.341060187094859	0.0277114382313582	False	True
C1_13320C_A	0.23827848868447	0.0673639350074619	0.352637447984634	0.0082325067382514	False	True
CR_05240C_B	0.17998679658673	0.0677031564599512	-0.0912030684058118	0.384189695258483	True	False
C7_03910W_A	-0.450362389448388	0.0677766127807004	-0.493650267069371	0.0559485473184194	False	False
C2_06460W_B	0.281700843857505	0.0677766127807004	0.317996032334761	0.0380369737652747	False	True
C6_02730W_A	0.193869842055306	0.0678585666191402	0.203801759929689	0.052275631215334	False	False
C4_03100W_A	0.511925527103535	0.0679731755532325	0.349168734986615	0.222115346388806	False	False
C5_05190W_A	0.345991275794521	0.0679909562406779	0.169652796346367	0.394412410867258	False	False
C6_00880W_B	0.214368595176405	0.0679909562406779	0.142466577182533	0.238808718303545	False	False
C1_13530W_B	-0.313254856123026	0.0679909562406779	-0.295901014741623	0.088704925141948	False	False
C3_02230C_A	-0.388778485963855	0.0679985630164767	-0.279872558556251	0.197879196228167	False	False
C1_02910C_B	-0.355399902852319	0.0680178596405268	-0.367896570848757	0.0588842964232116	False	False
C6_01100W_B	-0.157751286535226	0.0681812365747127	0.0125011797242251	0.913691114333142	False	False
CR_10630W_A	-0.392402939781024	0.0681812365747127	-0.461576018848797	0.0380369737652747	True	True
C5_04580C_A	-0.350040053690687	0.0681812365747127	-0.177175007348786	0.401326752858342	False	False
C5_05450C_A	-0.193352975574726	0.0681812365747127	-0.107151956353992	0.332561685530183	False	False
C7_00280W_B	0.666671975448522	0.0681812365747127	0.671630376299307	0.0552067188629891	False	False
C3_07140C_B	0.366724676231785	0.0682327967962603	-0.0070505961698252	0.979923009645394	False	False
C6_00930C_B	0.244282793809901	0.0683703848484063	0.0658911280038745	0.669508155509846	False	False
CR_07250C_A	0.269158715286149	0.068538312187036	0.0677602589834291	0.707258197755145	True	False
CR_10020C_B	-0.219019292051155	0.0685829431715364	-0.293387843382845	0.017007823615311	True	True
CR_08620C_B	-0.263158174062882	0.068702427628448	-0.305702023763996	0.0384870387504969	True	True
C4_03370C_A	0.338300443310661	0.0687308093117379	0.552225094292326	0.004560866115549	False	True
C1_04490W_B	-0.284122877805756	0.068863786213906	-0.213209850708374	0.183542595553093	False	False
C1_11160C_A	0.443281139482684	0.068863786213906	0.232644590240158	0.378309002782766	False	False
CR_00980C_B	0.177293056441481	0.0689879928420524	0.191971683278944	0.047006888602105	True	True
C1_10070C_B	-0.225727241422999	0.0689879928420524	-0.120032082656262	0.359492396923201	False	False
C5_00830C_A	-0.19192156827139	0.0689879928420524	-0.164414234655568	0.121209953027716	False	False
C1_14170W_A	-0.223208462369517	0.0690137209896504	-0.104063050798919	0.433750052340344	False	False
CR_03720W_A	0.181234721077462	0.0690705066572649	0.156611446852125	0.114794353976779	True	False
C2_01360C_A	-0.272258482019584	0.0692066916822747	-0.0882734825944568	0.613169419435007	False	False
C1_08180C_A	-0.210029645213248	0.0693614601428952	-0.244007833874261	0.0340675857756438	False	True
C5_03010W_B	0.318928458264712	0.0694441442785112	0.201135381778359	0.277386467317109	False	False
C1_06420C_B	-0.206657108658331	0.0696498988326074	-0.180702354598575	0.115332050704356	False	False
C3_07790W_B	0.261422289286184	0.0697054997616279	0.192225602551641	0.189746570626511	False	False
C2_03780C_A	0.196102606669617	0.0697054997616279	0.138015057561657	0.211195808694815	False	False
C2_00430C_B	-0.346921828678487	0.0698346343227432	-0.35916352728726	0.064804462249963	False	False
C2_09780C_B	0.207079703555977	0.0698353813161336	0.172461876304462	0.136220737269132	False	False
C4_02840C_B	-0.521378585826608	0.0698353813161336	-0.625963464631209	0.0382149362425025	False	True
CR_10860C_B	-0.321373542230306	0.0698934466986146	-0.279032621262214	0.116646101982922	True	False
C1_06640C_A	0.271965161138914	0.0699112483378788	0.168183010319805	0.294159333613956	False	False
CM_00160C	0.290062335212331	0.069931910826931	0.041819775718911	0.83319990328334	False	False
C3_06640W_B	-0.427902150922099	0.0700148348430809	-0.116055593989123	0.697320569030712	False	False
C3_05090C_A	-0.301885947026643	0.0700209603891724	-0.212221612285932	0.228990048460846	False	False
C2_02640C_B	0.249251047415082	0.0700688488476636	0.3805293568193	0.0079340910863754	False	True
C4_07250C_A	-0.320795336348398	0.070084986951126	-0.128093570192868	0.51157626098309	False	False
C4_04980W_B	0.331907455657415	0.0701632130250044	0.185494812295011	0.341912093548285	False	False
C4_04740W_A	-1.92500480024429	0.0701632130250044	0.299691099556888	0.831226727614846	False	False
C3_04330C_B	-0.225480084589802	0.0701632130250044	-0.175036652661465	0.173162776320831	False	False
C4_00430W_A	-0.217390670088664	0.0702383262477648	-0.26879414838606	0.0259768873351228	False	True
C3_02350W_A	0.474778952657293	0.0702496359599388	0.252793719485478	0.37235096573363	False	False
C3_05160C_A	0.326713701869682	0.0702648885838798	0.0131893999646405	0.956647800072602	False	False
C7_00690W_B	0.63361719208972	0.0704353691984744	0.31186422511211	0.416123156058524	False	False
C4_06980W_A	-0.329482820866901	0.0704353691984744	-0.373692036445393	0.0481045258113865	False	True
CR_06970C_A	-0.420451219435448	0.070558134533988	-0.103311533783415	0.736572477404576	True	False
C7_03790W_B	0.272281272203628	0.0705619105373302	-0.002525371765326	0.990303223016535	False	False
C2_07460W_B	-0.189366155246103	0.0706090748402366	-0.127247026809348	0.241172164800354	False	False
C3_04150W_B	0.392832776021529	0.0706448820980003	0.298229870587435	0.171411212326562	False	False
C2_06940C_A	-0.249140945335508	0.0708860182985454	-0.270693518095259	0.0480511389192058	False	True
CR_07630C_B	-0.358270536807808	0.0709466914202802	-0.303720508743416	0.123105686201339	True	False
C1_00650C_A	-0.243149280213391	0.0709970454219571	-0.218242744140571	0.111197387033919	False	False
C4_05280W_B	-0.184281707623769	0.0709970454219571	-0.0994176242781947	0.354115644553297	False	False
C1_08910C_A	0.224835204725094	0.0711119540771761	0.0339992312838509	0.829808037587465	False	False
C3_02000W_A	-0.166361009105296	0.0711305595431091	-0.16675396041024	0.0705439249648028	False	False
CR_03140C_A	0.244625907012111	0.0711305595431091	0.101977857185988	0.513454885999018	True	False
C6_00800C_B	0.356742577511826	0.0711305595431091	0.236284576686252	0.239791492163425	False	False
C1_10720C_B	-0.159190632362478	0.0711305595431091	-0.169221836516968	0.0546312593432782	False	False
C2_00650W_A	0.203888071803746	0.0711305595431091	0.206248877224226	0.0672642121825673	False	False
C6_00110C_B	0.373132390253932	0.0711305595431091	0.363149734845182	0.0905304272265892	False	False
C4_02600C_B	-0.538807649078338	0.0711305595431091	-0.268771268617385	0.412776618990481	False	False
CR_03840C_A	-0.359311190094367	0.0711387263531123	-0.780285757528673	0.0007782394053961	True	True
C7_01750W_A	0.36897006684724	0.071144032506335	0.424499596480198	0.0425166245755654	False	True
C1_10000C_A	-0.191536024402525	0.0713694902703443	-0.280875052337959	0.0094158376459154	False	True
C4_00970C_A	-0.260875044432207	0.0715543297551772	-0.334452023802595	0.0213887359656409	False	True
CR_04280C_A	-0.331693864760877	0.0715543297551772	-0.362928209620158	0.0540196895107918	True	False
C6_00930C_A	0.260714090818939	0.0715543297551772	0.102237251580266	0.518472257641198	False	False
CR_02640W_A	0.260914099995375	0.0716060313638512	0.202415811142475	0.16488994666473	True	False
C4_04710W_B	-0.169288051842872	0.0716385284871727	-0.140077164999074	0.138124530875527	False	False
CR_09960C_A	0.187323080749433	0.0716574502596651	0.292215617236019	0.0062754512684484	True	True
C3_02770C_B	-0.23863366573259	0.0716983166546439	-0.288110521239317	0.0316596808057988	False	True
C7_02890C_B	-0.174917187102135	0.0716983166546439	-0.114495856699402	0.249266533966121	False	False
C3_06810W_B	-0.333360276036142	0.0716983166546439	-0.106173389865536	0.62837674390635	False	False
C2_06190W_A	-0.216840017121361	0.0716983166546439	-0.0565487938794851	0.690428136873709	False	False
C1_08640W_B	-0.199891355743937	0.0718735531872702	-0.171214472004633	0.129351824175805	False	False
C3_02820C_A	0.183159933674279	0.0718735531872702	-0.127829145600534	0.217843061532345	False	False
C5_00800C_B	0.209537243346176	0.0718735531872702	0.259372294171813	0.0259768873351228	False	True
C2_05430C_A	2.18306987259023	0.0718735531872702	1.62423640996073	0.198714257632698	False	False
CR_09570W_B	0.426652136250675	0.0719099165024995	0.130094884805999	0.646990155394466	True	False
C1_06060C_A	0.211704022386096	0.0719430995847238	0.0784065975729659	0.551226552012518	False	False
CR_07240C_B	0.201856844019148	0.0719505785751504	0.122579385444335	0.286865512344519	True	False
C1_00920W_A	-0.183965712380966	0.0719733981843932	-0.145025245894099	0.165964699994512	False	False
C1_12380C_A	0.294935245967959	0.0719946194259652	0.228510587369329	0.175451832864142	False	False
C1_01250W_B	0.204465067425393	0.072087084655352	0.159326864659472	0.167655245647875	False	False
C1_09580C_A	-0.320856661256301	0.0721195617413307	-0.197956999368638	0.301499890888959	False	False
C1_06760C_A	0.307731702114286	0.0721609664142597	0.166809065896749	0.373532065200657	False	False
C7_04010W_B	-0.197512403917472	0.0721763523426047	-0.19998709407599	0.0702723087082081	False	False
C7_03850W_B	0.712751836698278	0.0721763523426047	-0.112858396156925	0.839074428338411	False	False
C5_00260W_B	0.18925836380057	0.0721763523426047	0.165421237213539	0.118370334442046	False	False
C4_06870W_B	0.152860202234443	0.072247110981618	0.23620795062632	0.006845840348932	False	True
C2_00090W_B	-0.308281682614389	0.072247110981618	-0.212185665811364	0.239802860256273	False	False
C2_03340W_B	-0.203181846405812	0.072247110981618	-0.122368809920991	0.303406586913516	False	False
C3_05410W_A	0.193845911153754	0.0722900705510891	0.153707247878961	0.157749656705798	False	False
C3_00660W_B	-0.220342189237246	0.0722900705510891	-0.166724283874453	0.189015679132053	False	False
C2_02980C_B	0.236867912189336	0.0722900705510891	0.165902153388686	0.215628998123086	False	False
C7_03340C_A	0.324444703758482	0.0722900705510891	0.326407510964589	0.0705439249648028	False	False
C5_03750W_A	0.481041153407299	0.0723935080769846	0.493105318140942	0.0617561248831316	False	False
CR_07730W_A	0.242710369920931	0.0724706252377077	0.0321904084294789	0.856644864724753	True	False
C7_01580W_A	-0.218404613807552	0.0724706252377077	-0.163311141638952	0.195469924792104	False	False
C3_03420C_A	0.222015306912022	0.0725294350231945	0.405316010453393	0.0019283164153829	False	True
C3_04130W_A	-0.266984257989196	0.0725595075419605	-0.269576701320506	0.0697921792665489	False	False
C1_00420W_B	0.202389853393354	0.0726504072504125	0.352771088684823	0.003030350989996	False	True
C1_11780W_A	0.506773566159337	0.0726555233378645	0.423948560814595	0.139411167944121	False	False
CR_03920C_A	0.214499772812242	0.0726555233378645	0.232734724800127	0.0540258714088234	True	False
C2_02090W_B	-0.248720727982828	0.0727354000108832	-0.223162708316015	0.118033803233414	False	False
C1_04360C_B	0.270192699211259	0.0727354000108832	0.0204552648477033	0.9192785595836	False	False
C4_00970C_B	-0.258511891873477	0.0727363650441313	-0.361793927862582	0.0128917012682965	False	True
C3_07070C_B	-0.275517365062219	0.0727683440326425	-0.574884427942732	0.0006573483966799	False	True
C3_05410W_B	0.190800213213257	0.0727683440326425	0.126279984050767	0.246477279662363	False	False
C1_00740C_A	0.192453006672035	0.0727683440326425	0.172689309337974	0.10817865428194	False	False
C6_00720C_B	-0.310363540125344	0.0729274937059504	-0.149934920125626	0.416403459613162	False	False
C2_00950C_B	-0.398838238515021	0.0729274937059504	-0.463368699649473	0.039828477489737	False	True
C6_02780C_A	-0.208061564269516	0.0729369135913639	-0.167696522723758	0.152581357303435	False	False
C3_03040W_A	0.216330630021505	0.0729977959610305	0.321108848670041	0.0095189534468763	False	True
CR_04040C_A	-0.238110123604832	0.073055872610979	-0.0783356190940893	0.616986490562673	True	False
C1_12350W_A	0.224834012854654	0.0731222610565936	0.0011291935942892	0.994837576479266	False	False
C1_13590W_A	-0.427929176667427	0.0732200586371194	-0.637340106343017	0.0105157680084434	False	True
C1_07540C_B	0.19029401235696	0.0733668602589619	0.237798975350518	0.0254114944451884	False	True
C3_04920C_A	0.194775086678791	0.0733668602589619	0.174474382158923	0.110376010574288	False	False
CR_01330W_B	-0.259969308151545	0.0733668602589619	-0.261848408748621	0.0667750362382815	True	False
CR_09580C_B	0.3003331282691	0.0733668602589619	0.0970282160609237	0.612290979420504	True	False
CR_01460C_B	-0.843766006674154	0.0733668602589619	-0.567100019139061	0.279368143435432	True	False
C5_00910C_B	-0.472467302723474	0.0733668602589619	-0.719645418344177	0.0095356728592392	False	True
C1_09320C_B	0.28739336276961	0.0733951803727049	0.171115965128807	0.30200457267782	False	False
CR_05730C_A	0.176525916065414	0.0736504760604886	0.149103191396015	0.136201234677461	True	False
C7_03570W_A	-0.414555674060304	0.0736504760604886	-0.600325730013402	0.0105721897060387	False	True
C4_05300W_A	-0.22235142252662	0.0736504760604886	-0.0134286006163608	0.935836866096809	False	False
CR_09150W_A	0.289478458151699	0.0737833147201983	0.145330466290436	0.409093766487128	True	False
C1_13320C_B	0.243517257339706	0.0737958397541531	0.297068191576409	0.0301324295768333	False	True
C2_03750W_B	0.237914938883974	0.0738280912265542	0.0685827849228061	0.655785891847671	False	False
C2_07240C_A	-0.281271484409381	0.0739624223050793	-0.0807251615159973	0.677606951010634	False	False
C4_06320C_B	-0.561660721673815	0.0739624223050793	-0.437772225669956	0.210784831944219	False	False
CR_09550C_B	0.241402850664811	0.0739809910391327	0.263364779273397	0.0542909271485667	True	False
C6_02230W_A	0.27099269268025	0.0739836278154105	-0.070501037093845	0.697000582450394	False	False
C6_00440C_A	-0.179411122568044	0.0743646466459024	-0.320426351295206	0.0024130544042027	False	True
C3_07240W_B	-0.675062244854641	0.0743910726202648	-0.555411765112539	0.179923672049436	False	False
C7_02380C_B	-0.239985863258141	0.0746421387209742	-0.322785971240331	0.0169968452944323	False	True
CR_03120W_A	-0.280205725852969	0.0746421387209742	-0.203422654937432	0.207664318963234	True	False
CR_02820W_A	-0.277672103554017	0.0748183818519932	-0.141352495521742	0.390845175272043	True	False
C2_00230W_B	-0.207798153332795	0.0750028705882907	-0.232474598440863	0.047953064429835	False	True
C1_06900C_B	0.176922385141396	0.0750344002745196	0.233438642945504	0.0198237628845202	False	True
CR_02980C_B	0.531409271247817	0.0750344002745196	0.730723955140717	0.0126245460506549	True	True
C6_00560W_A	-0.218910245787082	0.0751722432887919	-0.325537306102419	0.0099908961439603	False	True
C2_04690C_B	-0.285980426352766	0.0752097536816868	-0.217176750606995	0.198911766404564	False	False
C2_01240C_B	-0.344662934164352	0.0752156807687912	-0.329365761650209	0.0966361691305192	False	False
C3_03090W_B	-0.414347681268104	0.0752460313312088	-0.672010613985625	0.0077105413081645	False	True
C5_04390C_B	-0.931320155605563	0.0752460313312088	-0.718006634211449	0.252590280237958	False	False
C1_01530C_A	-0.27440580432923	0.0752460313312088	-0.0663643225661106	0.71845639846405	False	False
CR_00980C_A	0.182618399643826	0.0752647941780522	0.171979915814002	0.0928804824336443	True	False
CR_03400W_A	-0.272292096771903	0.0753523524411132	-0.217527241034815	0.178427668094139	True	False
C5_01160C_B	0.320560920104962	0.0756021768507923	0.168264429497246	0.391868410868892	False	False
C1_09120W_B	0.345255564024608	0.0756526949863399	0.206810686260667	0.304400305647641	False	False
C3_07040C_B	0.203005879907366	0.0757653331646199	0.326606067713221	0.0068607183045693	False	True
CR_04860C_A	0.46295185857421	0.075864773443454	0.365654007359516	0.177198575045477	True	False
CR_09510C_B	0.290746810306117	0.0761257476629967	0.027128022833995	0.902443027005305	True	False
C1_03760C_B	-0.295917434635328	0.076167506989816	-0.228567657170025	0.174362879002161	False	False
C4_06060W_B	0.220274030454029	0.076244313803921	0.121320102372311	0.348605518673972	False	False
C2_05510C_B	-0.346175776091157	0.076244313803921	-0.482845189651095	0.0179506738216936	False	True
C4_07210W_A	-0.378255210155739	0.0762565752710939	0.136725132496116	0.591423784342527	False	False
C1_03980W_B	0.614202959439501	0.0762676442132383	0.321767203483616	0.387245266078867	False	False
CR_08710W_A	0.212239428705045	0.0762676442132383	0.185117942356333	0.122315314646405	True	False
C7_03370C_A	0.185070225767332	0.0762884799300719	0.279414507627709	0.0098946606566236	False	True
C1_07290W_A	-0.379706414665124	0.0762884799300719	-0.302508233704104	0.194492483435489	False	False
C3_04880W_B	0.190831051633904	0.0762884799300719	0.247638853628079	0.0221119924856294	False	True
C4_01740W_B	-0.52888265615883	0.0762884799300719	-0.60118616388284	0.0579961021036029	False	False
C5_03110C_A	-0.455763596316554	0.0762884799300719	-0.855925931390862	0.0019927054076499	False	True
C1_02880C_A	0.181021375020431	0.0763057790149248	0.163721077684236	0.111197387033919	False	False
CR_00020W_B	-0.249964031766752	0.0763641453984966	-0.219430669126344	0.129768016167456	True	False
C3_05010C_B	-0.290165409261411	0.0763676166059723	-0.105020514567762	0.588152061540206	False	False
CR_01920W_A	-0.874894117970384	0.0763676166059723	-0.809807144460498	0.148705013683143	True	False
C1_10560C_B	-0.293059368893988	0.0763676166059723	-0.279098564869969	0.103695148561121	False	False
C2_00500W_A	-0.235539520721608	0.0763676166059723	-0.0991881563553571	0.503662458760158	False	False
CR_00510C_B	0.238382775774371	0.0763676166059723	0.348153163852644	0.011453082431984	True	True
C3_06720W_A	-0.26593145750062	0.0763676166059723	-0.420626219264552	0.0071144523914989	False	True
C4_05150W_B	0.158268876003574	0.0764887162226129	0.306950008796995	0.0013722448303288	False	True
C4_00430W_B	-0.22509564884139	0.0764887162226129	-0.32478738516075	0.0120175759410741	False	True
CR_09560C_B	0.370909299768143	0.0765074015011681	0.29610871615533	0.176693274788646	True	False
C2_01110C_B	0.166065820976896	0.0765074015011681	0.141439945612297	0.132382052075547	False	False
C6_03820C_B	0.213116735885956	0.076567205671253	0.126730365164451	0.316969197234742	False	False
C6_00490W_B	0.294551685107846	0.0766822061776446	0.0753113190492674	0.71121006134485	False	False
C3_05090C_B	-0.339003897284278	0.0767407933141346	-0.234239813114387	0.250191345477841	False	False
C6_04180W_B	-0.180236295673404	0.076795683960477	-0.296832368816122	0.0048791497189635	False	True
CR_04210C_B	-0.282525444996871	0.0771090433404879	-0.228277175701682	0.153544721092912	True	False
CR_05130C_B	-0.301756947392221	0.0771519432573233	-0.2318699069985	0.189019782303167	True	False
C2_07550W_B	0.25192722691768	0.0773760014666213	0.297396550736571	0.0374430799549879	False	True
CR_03220C_A	-0.204043858321029	0.0773881164805218	0.0370877428236146	0.806960253658517	True	False
C1_00620W_A	-0.217918182062844	0.0776094247035437	-0.27193601504145	0.0303725952097481	False	True
