,64,32,16,8,4,2,1,0.5,0.25,0.125,0.0625,0
fRS1,0.123999998,0.1285,0.114500001,0.129600003,0.123499997,0.129099995,0.149599999,0.222000003,0.112499997,0.899200022,0.913699985,0.784200013
fRS1354,0.111199997,0.1087,0.105700001,0.108199999,0.1087,0.104199998,0.117600001,0.152400002,0.182099998,0.58130002,1.147899985,1.135800004
fRS1355,0.1149,0.113700002,0.116599999,0.115000002,0.1171,0.1228,0.124200001,0.186900005,0.169300005,0.773100019,1.111199975,1.112599969
fRS1356,0.110799998,0.115000002,0.114500001,0.107199997,0.109899998,0.108199999,0.141200006,0.185000002,0.178499997,0.925000012,1.128100038,1.105700016
fRS1357,0.111599997,0.115500003,0.115900002,0.115900002,0.1197,0.116300002,0.126599997,0.162799999,0.1558,1.04610002,1.120900035,1.099799991
fRS1050,0.204899997,0.158600003,0.244299993,0.261999995,0.320499986,0.272700012,0.307799995,0.273200005,0.254799992,1.093700051,1.131800056,1.105999947
fRS1359,0.1127,0.108400002,0.115900002,0.106700003,0.116400003,0.113799997,0.106700003,0.1347,0.205799997,1.265100002,1.289600015,1.29489994
fRS1145,0.104800001,0.102799997,0.106799997,0.095700003,0.099699996,0.103500001,0.1061,0.136099994,0.257999986,1.253000021,1.28610003,1.291000009
fRS1053,0.286199987,0.319599986,0.293000013,0.295399994,0.397700012,0.431300014,0.443100005,0.656700015,0.719699979,1.282299995,1.269400001,1.290099978
fRS1051,0.268400013,0.273499995,0.199000001,0.246000007,0.230700001,0.242200002,0.414999992,0.435099989,0.54369998,1.257099986,1.280400038,1.28489995
fRS1035,0.168699995,0.158000007,0.153799996,0.155000001,0.157100007,0.149800003,0.157000005,0.218400002,0.1884,1.233700037,1.327299953,1.314499974
fRS1037,0.161599994,0.133300006,0.134100005,0.152099997,0.144299999,0.156000003,0.231999993,0.224999994,0.360700011,1.259799957,1.31309998,1.275599957
fRS1038,0.107100002,0.107600003,0.111900002,0.115000002,0.106899999,0.115099996,0.120800003,0.143000007,0.242500007,1.245000005,1.306499958,1.307000041
fRS1040,0.183699995,0.153300002,0.156499997,0.146899998,0.148699999,0.154400006,0.184599996,0.264699996,0.210800007,1.163400054,1.31159997,1.302899957
fRS1042,0.185900003,0.136700004,0.174700007,0.153600007,0.168099999,0.165700004,0.158199996,0.1928,0.257200003,1.191400051,1.287700057,1.345499992
fRS1052,0.440100014,0.346599996,0.349299997,0.419999987,0.397000015,0.344199985,0.429699987,0.517400026,0.574699998,1.258000016,1.278699994,1.275900006
