,1,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.0078125,0.00390625,0.001953125,0.000976563,0
fRS1346,0.124600001,0.120999999,0.118900001,0.129500002,0.119599998,0.131400004,0.143099993,0.137999997,0.594600022,1.210800052,1.351199985,1.329599977
fRS1354,0.112300001,0.1171,0.114200003,0.114100002,0.112899996,0.125300005,0.116499998,0.235400006,0.660399973,1.332100034,1.296200037,1.308899999
fRS1355,0.108999997,0.115000002,0.110399999,0.106299996,0.108000003,0.125599995,0.126699999,0.356400013,0.841099977,1.287799954,1.333799958,1.282299995
fRS1356,0.116499998,0.119499996,0.127200007,0.1153,0.108800001,0.108199999,0.119400002,0.1708,0.477499992,1.244799972,1.277500033,1.334599972
fRS1033,0.180700004,0.198300004,0.185399994,0.191300005,0.2104,0.207499996,0.2245,0.58829999,1.22420001,1.25090003,1.287299991,1.262599945
fRS1035,0.151800007,0.171800002,0.159099996,0.137500003,0.140499994,0.157000005,0.184599996,0.354600012,1.014600039,1.069700003,1.233700037,1.254600048
fRS1037,0.151299998,0.149399996,0.146500006,0.139300004,0.159099996,0.158999994,0.248400003,0.546299994,1.369199991,1.239099979,1.223899961,1.256999969
fRS1038,0.115599997,0.116700001,0.108499996,0.112000003,0.119400002,0.126800001,0.127800003,0.174700007,0.779600024,1.257400036,1.245700002,1.277400017
fRS1040,0.163000003,0.143399999,0.160600007,0.175799996,0.161500007,0.178900003,0.191300005,0.390300006,1.185099959,1.121500015,1.155500054,1.2773
fRS1042,0.200599998,0.177900001,0.185000002,0.182799995,0.183699995,0.209399998,0.194600001,0.530200005,1.083600044,1.11650002,1.244699955,1.24150002
fRS1145,0.112499997,0.110699996,0.118299998,0.113600001,0.123999998,0.126900002,0.117600001,0.153500006,0.762499988,1.278599977,1.241299987,1.258299947
fRS1357,0.125699997,0.122199997,0.127200007,0.126800001,0.109099999,0.1206,0.155000001,0.198400006,0.971300006,1.205800056,1.283200026,1.291499972
fRS1359,0.110100001,0.122900002,0.113399997,0.119999997,0.107900001,0.116099998,0.141100004,0.194499999,0.800300002,1.265300035,1.255900025,1.280500054
fRS1050,0.210600004,0.179499999,0.163900003,0.158000007,0.172399998,0.214100003,0.314999998,0.813600004,1.32190001,1.258000016,1.268599987,1.224499941
fRS1051,0.172600001,0.204999998,0.163100004,0.178599998,0.204899997,0.210099995,0.283899993,1.039499998,1.23029995,1.317499995,1.283699989,1.291300058
fRS1052,0.229499996,0.172800004,0.195500001,0.204400003,0.177699998,0.244499996,0.249899998,0.566100001,1.266000032,1.312299967,1.204900026,1.269500017
fRS1053,0.302300006,0.266400009,0.281699985,0.220100001,0.297800004,0.292699993,0.308299989,0.925800025,1.187899947,1.214900017,1.262799978,1.358100057
fRS1,0.131099999,0.131999999,0.123999998,0.125100002,0.125100002,0.135900006,0.1461,0.214200005,0.815999985,1.15320003,1.317399979,1.247099996
