,80,40,20,10,5,2.5,1.25,0.625,0.3125,0.15625,0.078125,0
fRS1035,0.096500002,0.0744,0.0656,0.063500002,0.063000001,0.063100003,0.071500003,0.67900002,1.153100014,1.309399962,1.316900015,1.284700036
fRS1042,0.092500001,0.075000003,0.064999998,0.062199999,0.062799998,0.0623,0.076200001,0.488999993,1.17110002,1.326099992,1.260699987,1.258599997
fRS1482,0.089100003,0.074299999,0.065300003,0.0625,0.061700001,0.063600004,0.066399999,0.404900014,1.159700036,1.266499996,1.250699997,1.215000033
fRS1145,0.091899998,0.074100003,0.065800004,0.062600002,0.062399998,0.063299999,0.0713,0.469999999,1.214100003,1.292000055,1.25030005,1.262199998
fRS1044,0.134900004,0.076200001,0.066699997,0.0625,0.062399998,0.0612,0.076700002,0.767799973,1.247699976,1.247699976,1.238199949,1.302800059
