,1,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.0078125,0.00390625,0.001953125,0.000976563,0
fRS1035,0.208399996,0.212599993,0.1998,0.209199995,0.218099996,0.227500007,0.253399998,0.699899971,1.122099996,1.229900002,1.271800041,1.262899995
fRS1042,0.214599997,0.188899994,0.2051,0.216399997,0.222100005,0.269600004,0.217800006,0.658699989,1.067600012,1.198300004,1.234500051,1.251799941
fRS1466,0.124600001,0.118000001,0.122199997,0.121299997,0.122199997,0.128700003,0.148900002,0.2421,1.087700009,1.199100018,1.238299966,1.245200038
fRS1481,0.546500027,0.479900002,0.572600007,0.599699974,0.493600011,0.620400012,0.604099989,1.168799996,1.08920002,1.201599956,1.240200043,1.260699987
fRS1482,0.584299982,0.488599986,0.57160002,0.625899971,0.592199981,0.523100019,0.806999981,0.981899977,0.948000014,1.233299971,1.23269999,1.241999984
fRS1145,0.132100001,0.121100001,0.123999998,0.115000002,0.121699996,0.127200007,0.139599994,0.185599998,0.993099988,1.083899975,1.205899954,1.255300045
fRS1044,0.141499996,0.119999997,0.116999999,0.120099999,0.118000001,0.122699998,0.133499995,0.183500007,1.092700005,1.190899968,1.2421,1.263800025
fRS1,0.150099993,0.145500004,0.150299996,0.148499995,0.155399993,0.165800005,0.181600004,0.395000011,1.13259995,1.301499963,1.282299995,1.261299968
fRS1050,0.2465,0.213400006,0.225099996,0.267500013,0.303200006,0.337300003,0.300099999,0.8398,1.329699993,1.254899979,1.210500002,1.177899957
fRS1051,0.270599991,0.264200002,0.300500005,0.269699991,0.225600004,0.346500009,0.325199991,0.876399994,1.279999971,1.230200052,1.245599985,1.072999954
fRS1052,0.311699986,0.312599987,0.310400009,0.250999987,0.368900001,0.40990001,0.3662,0.373400003,1.272699952,1.303599954,1.243700027,1.154500008
fRS1053,0.297100008,0.281500012,0.301299989,0.412499994,0.373400003,0.30399999,0.510999978,1.19509995,1.330500007,1.277699947,1.298699975,1.206699967
