,16,8,4,2,1,0.5,0.25,0.125,0.0625,0.03125,0.015625,0
fRS1576,0.114200003,0.146200001,0.142800003,0.154599994,0.170599997,0.221399993,0.377499998,1.181300044,1.251600027,1.265200019,1.281100035,1.246500015
fRS1581,0.081699997,0.081,0.072700001,0.072800003,0.077699997,0.075400002,0.077200003,0.082800001,0.106399998,0.880299985,1.303200006,1.292600036
fRS1577,0.158099994,0.150399998,0.160699993,0.163299993,0.159999996,0.275400013,0.453500003,1.20480001,1.284800053,1.269899964,1.289299965,1.269899964
fRS1582,0.086499996,0.086199999,0.071599998,0.073799998,0.0691,0.074100003,0.075400002,0.076800004,0.104900002,1.33039999,1.286399961,1.241400003
fRS1579,0.108900003,0.105999999,0.100199997,0.103,0.101599999,0.119599998,0.214900002,1.234099984,1.290699959,1.279700041,1.286200047,1.351799965
fRS1584,0.0735,0.066200003,0.065800004,0.069799997,0.068000004,0.069899999,0.069200002,0.069200002,0.079099998,0.766600013,1.304100037,1.289100051
fRS1578,0.605400026,0.592599988,0.600799978,0.643999994,0.6523,0.727699995,0.792400002,1.301399946,1.243299961,1.245900035,1.256899953,1.266800046
fRS1583,0.121699996,0.115000002,0.1065,0.124899998,0.1127,0.107799999,0.126100004,0.1417,0.273299992,1.359500051,1.263299942,1.261700034
fRS1580,0.104400001,0.091600001,0.093599997,0.092500001,0.109200001,0.145500004,0.274699986,1.263800025,1.267500043,1.217000008,1.236600041,1.220700026
fRS1585,0.072800003,0.0656,0.064999998,0.065800004,0.067000002,0.069700003,0.072099999,0.074000001,0.100900002,1.407500029,1.255699992,1.267799973
fRS1482,0.588800013,0.454400003,0.555800021,0.492500007,0.659399986,0.6796,0.713800013,1.256500006,1.22510004,1.225000024,1.225800037,1.287999988
fRS1044,0.111299999,0.096799999,0.095799997,0.104000002,0.113200001,0.144500002,0.412800014,1.18809998,1.20510006,1.222599983,1.234400034,1.235000014
